season,yr,mnth,hr,holiday,weekday,workingday,temp,hum,windspeed,casual,cnt
4,0,11,1,0,3,1,0.48,0.94,0.2985,0,8
4,0,11,2,0,3,1,0.5,0.94,0.3582,1,6
4,0,11,3,0,3,1,0.5,0.94,0.3582,1,3
4,0,11,4,0,3,1,0.52,0.88,0.3582,0,5
4,0,11,5,0,3,1,0.46,0.94,0.194,1,17
4,0,11,6,0,3,1,0.44,1,0,1,69
4,0,11,7,0,3,1,0.46,1,0.0896,2,156
4,0,11,8,0,3,1,0.48,0.94,0.1045,7,323
4,0,11,9,0,3,1,0.52,0.94,0.194,3,167
4,0,11,10,0,3,1,0.52,0.94,0.194,6,76
4,0,11,11,0,3,1,0.5,0.72,0.4179,9,116
4,0,11,12,0,3,1,0.48,0.55,0.4179,9,160
4,0,11,13,0,3,1,0.44,0.54,0.4925,12,174
4,0,11,14,0,3,1,0.42,0.54,0.4627,13,213
4,0,11,15,0,3,1,0.42,0.54,0.4478,13,207
4,0,11,16,0,3,1,0.4,0.62,0.4627,4,173
4,0,11,17,0,3,1,0.38,0.71,0.3881,7,163
4,0,11,18,0,3,1,0.4,0.58,0.5224,7,145
4,0,11,19,0,3,1,0.38,0.58,0.3881,6,122
4,0,11,20,0,3,1,0.36,0.62,0.3881,1,68
4,0,11,21,0,3,1,0.36,0.57,0.4627,0,66
4,0,11,22,0,3,1,0.34,0.61,0.4478,3,62
4,0,11,23,0,3,1,0.34,0.61,0.3582,4,51
4,0,11,0,1,4,0,0.32,0.57,0.2239,1,23
4,0,11,1,1,4,0,0.32,0.57,0.4179,1,24
4,0,11,2,1,4,0,0.3,0.61,0.2836,3,22
4,0,11,3,1,4,0,0.28,0.65,0.1343,1,5
4,0,11,4,1,4,0,0.3,0.61,0.0896,1,2
4,0,11,5,1,4,0,0.3,0.61,0.1045,1,11
4,0,11,6,1,4,0,0.3,0.61,0.0896,1,6
4,0,11,7,1,4,0,0.26,0.75,0.1045,9,40
4,0,11,8,1,4,0,0.3,0.65,0.0896,4,46
4,0,11,9,1,4,0,0.34,0.61,0,13,81
4,0,11,10,1,4,0,0.36,0.57,0,34,98
4,0,11,11,1,4,0,0.42,0.41,0.2985,52,142
4,0,11,12,1,4,0,0.46,0.36,0.2239,62,150
4,0,11,13,1,4,0,0.48,0.33,0.2239,84,175
4,0,11,14,1,4,0,0.5,0.31,0.2985,74,168
4,0,11,15,1,4,0,0.5,0.31,0.2537,78,149
4,0,11,16,1,4,0,0.5,0.34,0.2836,48,114
4,0,11,17,1,4,0,0.48,0.33,0.1045,34,74
4,0,11,18,1,4,0,0.42,0.5,0.0896,13,37
4,0,11,19,1,4,0,0.4,0.54,0.1045,15,28
4,0,11,20,1,4,0,0.36,0.76,0.1642,14,31
4,0,11,21,1,4,0,0.36,0.71,0.1642,7,26
4,0,11,22,1,4,0,0.36,0.71,0.1642,8,22
4,0,11,23,1,4,0,0.34,0.76,0.1045,2,21
4,0,11,0,0,5,1,0.34,0.76,0.1642,7,29
4,0,11,1,0,5,1,0.34,0.76,0,2,14
4,0,11,2,0,5,1,0.28,0.81,0.1045,4,10
4,0,11,3,0,5,1,0.28,0.75,0.1045,0,2
4,0,11,4,0,5,1,0.3,0.75,0.1045,4,7
4,0,11,5,0,5,1,0.28,0.75,0,2,5
4,0,11,6,0,5,1,0.26,0.81,0.1045,4,13
4,0,11,7,0,5,1,0.26,0.81,0,4,35
4,0,11,8,0,5,1,0.26,0.81,0.1343,6,74
4,0,11,9,0,5,1,0.32,0.76,0,25,95
4,0,11,10,0,5,1,0.36,0.71,0.1642,60,142
4,0,11,11,0,5,1,0.4,0.66,0.1045,99,226
4,0,11,12,0,5,1,0.46,0.51,0.1045,126,272
4,0,11,13,0,5,1,0.5,0.45,0.2239,143,283
4,0,11,14,0,5,1,0.52,0.39,0.2239,122,272
4,0,11,15,0,5,1,0.52,0.36,0.194,165,310
4,0,11,16,0,5,1,0.5,0.39,0.1642,122,261
4,0,11,17,0,5,1,0.5,0.34,0.1045,57,184
4,0,11,18,0,5,1,0.46,0.44,0.0896,45,153
4,0,11,19,0,5,1,0.42,0.67,0,38,134
4,0,11,20,0,5,1,0.4,0.58,0.0896,19,95
4,0,11,21,0,5,1,0.36,0.71,0,24,85
4,0,11,22,0,5,1,0.34,0.71,0.0896,12,58
4,0,11,23,0,5,1,0.34,0.76,0.1045,5,33
4,0,11,0,0,6,0,0.34,0.76,0.1045,9,47
4,0,11,1,0,6,0,0.32,0.76,0.0896,5,29
4,0,11,2,0,6,0,0.3,0.81,0.1045,3,23
4,0,11,3,0,6,0,0.3,0.81,0,8,17
4,0,11,4,0,6,0,0.3,0.81,0,0,4
4,0,11,5,0,6,0,0.3,0.75,0.1045,0,3
4,0,11,6,0,6,0,0.3,0.75,0.0896,2,10
4,0,11,7,0,6,0,0.26,0.87,0.1045,4,17
4,0,11,8,0,6,0,0.32,0.76,0.0896,10,60
4,0,11,9,0,6,0,0.34,0.76,0.0896,16,83
4,0,11,10,0,6,0,0.36,0.81,0,57,141
4,0,11,11,0,6,0,0.4,0.62,0.1045,107,230
4,0,11,12,0,6,0,0.44,0.51,0,137,309
4,0,11,13,0,6,0,0.48,0.44,0,177,325
4,0,11,14,0,6,0,0.48,0.48,0.1343,141,299
4,0,11,15,0,6,0,0.5,0.42,0.1045,154,314
4,0,11,16,0,6,0,0.46,0.47,0.1343,137,275
4,0,11,17,0,6,0,0.46,0.47,0.1343,62,184
4,0,11,18,0,6,0,0.42,0.62,0.1642,67,185
4,0,11,19,0,6,0,0.4,0.71,0.0896,46,146
4,0,11,20,0,6,0,0.42,0.58,0,55,141
4,0,11,21,0,6,0,0.38,0.82,0,20,92
4,0,11,22,0,6,0,0.38,0.76,0,14,65
4,0,11,23,0,6,0,0.36,0.81,0,18,69
4,0,11,0,0,0,0,0.36,0.81,0,7,46
4,0,11,1,0,0,0,0.36,0.81,0,9,44
4,0,11,2,0,0,0,0.34,0.81,0,9,31
4,0,11,3,0,0,0,0.34,0.87,0,9,17
4,0,11,4,0,0,0,0.34,0.87,0.1045,0,4
4,0,11,5,0,0,0,0.36,0.87,0.194,0,5
4,0,11,6,0,0,0,0.38,0.82,0.1642,0,9
4,0,11,7,0,0,0,0.38,0.87,0.2239,12,23
4,0,11,8,0,0,0,0.4,0.82,0.2985,6,42
4,0,11,9,0,0,0,0.46,0.72,0.2836,21,111
4,0,11,10,0,0,0,0.46,0.72,0.2836,58,189
4,0,11,11,0,0,0,0.5,0.63,0.3582,83,240
4,0,11,12,0,0,0,0.54,0.56,0.2836,63,256
4,0,11,13,0,0,0,0.54,0.6,0.194,97,313
4,0,11,14,0,0,0,0.62,0.43,0.4627,113,313
4,0,11,15,0,0,0,0.62,0.43,0.2836,96,317
4,0,11,16,0,0,0,0.56,0.52,0.2537,94,323
4,0,11,17,0,0,0,0.54,0.56,0.194,37,204
4,0,11,18,0,0,0,0.5,0.63,0.1642,25,155
4,0,11,19,0,0,0,0.48,0.67,0.2239,30,139
4,0,11,20,0,0,0,0.5,0.63,0.2537,10,104
4,0,11,21,0,0,0,0.48,0.67,0.2836,13,88
4,0,11,22,0,0,0,0.48,0.72,0.2537,13,66
4,0,11,23,0,0,0,0.48,0.72,0.2537,5,32
4,0,11,0,0,1,1,0.46,0.77,0.2836,6,16
4,0,11,1,0,1,1,0.46,0.77,0.2985,1,13
4,0,11,3,0,1,1,0.44,0.88,0.2239,1,5
4,0,11,4,0,1,1,0.44,0.82,0.0896,0,4
4,0,11,5,0,1,1,0.4,0.87,0,0,34
4,0,11,6,0,1,1,0.42,0.82,0.0896,6,104
4,0,11,7,0,1,1,0.42,0.88,0,7,277
4,0,11,8,0,1,1,0.42,0.94,0,13,407
4,0,11,9,0,1,1,0.44,0.88,0.2239,17,208
4,0,11,10,0,1,1,0.48,0.77,0.1343,21,107
4,0,11,11,0,1,1,0.52,0.68,0.1045,11,118
4,0,11,12,0,1,1,0.56,0.6,0.1045,13,178
4,0,11,13,0,1,1,0.58,0.56,0,25,162
4,0,11,14,0,1,1,0.6,0.56,0,14,143
4,0,11,15,0,1,1,0.58,0.6,0.1642,18,150
4,0,11,16,0,1,1,0.56,0.6,0.194,24,264
4,0,11,17,0,1,1,0.58,0.56,0.194,24,468
4,0,11,18,0,1,1,0.56,0.64,0.2239,20,416
4,0,11,19,0,1,1,0.54,0.73,0.2239,4,264
4,0,11,20,0,1,1,0.54,0.73,0.2537,12,218
4,0,11,21,0,1,1,0.54,0.77,0.2239,4,156
4,0,11,22,0,1,1,0.52,0.83,0.1045,7,109
4,0,11,23,0,1,1,0.52,0.83,0.1343,5,46
4,0,11,0,0,2,1,0.52,0.83,0,4,22
4,0,11,1,0,2,1,0.52,0.83,0.0896,1,17
4,0,11,2,0,2,1,0.5,0.88,0,0,5
4,0,11,3,0,2,1,0.5,0.88,0,0,2
4,0,11,4,0,2,1,0.52,0.83,0.3284,1,6
4,0,11,5,0,2,1,0.5,0.88,0.2836,1,22
4,0,11,6,0,2,1,0.52,0.83,0.2836,1,89
4,0,11,7,0,2,1,0.52,0.77,0.2239,12,342
4,0,11,8,0,2,1,0.54,0.77,0.2836,9,449
4,0,11,9,0,2,1,0.56,0.73,0.4179,5,202
4,0,11,10,0,2,1,0.56,0.73,0.4179,2,36
4,0,11,11,0,2,1,0.5,0.88,0.2985,1,11
4,0,11,12,0,2,1,0.42,0.82,0.4179,1,18
4,0,11,13,0,2,1,0.42,0.77,0.2836,0,22
4,0,11,14,0,2,1,0.4,0.94,0.194,1,36
4,0,11,15,0,2,1,0.4,0.87,0.3284,5,65
4,0,11,16,0,2,1,0.4,0.87,0.2239,5,151
4,0,11,17,0,2,1,0.4,0.87,0.2985,8,354
4,0,11,18,0,2,1,0.4,0.82,0.2985,11,358
4,0,11,19,0,2,1,0.4,0.82,0.3284,6,250
4,0,11,20,0,2,1,0.38,0.87,0.2537,8,184
4,0,11,21,0,2,1,0.38,0.87,0.2537,9,125
4,0,11,22,0,2,1,0.38,0.82,0.2985,5,95
4,0,11,23,0,2,1,0.36,0.76,0.3881,0,53
4,0,11,0,0,3,1,0.36,0.62,0.4179,1,24
4,0,11,1,0,3,1,0.34,0.66,0.3284,0,8
4,0,11,2,0,3,1,0.32,0.7,0.1642,0,5
4,0,11,3,0,3,1,0.32,0.7,0.1642,0,1
4,0,11,4,0,3,1,0.3,0.75,0.2239,0,5
4,0,11,5,0,3,1,0.28,0.81,0.194,1,22
4,0,11,6,0,3,1,0.26,0.87,0.1045,3,103
4,0,11,7,0,3,1,0.26,0.81,0.1045,9,285
4,0,11,8,0,3,1,0.28,0.81,0.194,13,478
4,0,11,9,0,3,1,0.3,0.75,0.2836,7,193
4,0,11,10,0,3,1,0.34,0.66,0.2239,15,110
4,0,11,11,0,3,1,0.38,0.54,0.2985,10,122
4,0,11,12,0,3,1,0.36,0.53,0.2836,12,160
4,0,11,13,0,3,1,0.38,0.43,0.3582,16,147
4,0,11,14,0,3,1,0.38,0.43,0.3582,13,112
4,0,11,15,0,3,1,0.36,0.46,0.3284,11,115
4,0,11,16,0,3,1,0.36,0.46,0.2836,27,226
4,0,11,17,0,3,1,0.34,0.49,0.3284,15,380
4,0,11,18,0,3,1,0.34,0.49,0.3284,7,376
4,0,11,19,0,3,1,0.32,0.57,0.2836,6,279
4,0,11,20,0,3,1,0.32,0.57,0.2836,6,190
4,0,11,21,0,3,1,0.32,0.53,0.3881,7,135
4,0,11,22,0,3,1,0.3,0.56,0.2985,5,87
4,0,11,23,0,3,1,0.28,0.52,0.2836,4,50
4,0,12,0,0,4,1,0.28,0.52,0.3284,1,20
4,0,12,1,0,4,1,0.26,0.6,0.2836,1,10
4,0,12,2,0,4,1,0.26,0.56,0.2985,1,9
4,0,12,3,0,4,1,0.26,0.56,0.2537,1,7
4,0,12,4,0,4,1,0.26,0.56,0.2836,0,1
4,0,12,5,0,4,1,0.26,0.56,0.2537,1,24
4,0,12,6,0,4,1,0.24,0.65,0.2836,5,97
4,0,12,7,0,4,1,0.24,0.65,0.3582,11,276
4,0,12,8,0,4,1,0.26,0.6,0.3284,15,477
4,0,12,9,0,4,1,0.3,0.52,0.3284,9,224
4,0,12,10,0,4,1,0.32,0.53,0.2985,7,93
4,0,12,11,0,4,1,0.34,0.49,0.2537,7,102
4,0,12,12,0,4,1,0.36,0.46,0.2239,9,148
4,0,12,13,0,4,1,0.4,0.4,0.2239,17,154
4,0,12,14,0,4,1,0.4,0.4,0.2239,20,150
4,0,12,15,0,4,1,0.4,0.4,0.2239,10,154
4,0,12,16,0,4,1,0.4,0.4,0.194,9,201
4,0,12,17,0,4,1,0.36,0.46,0.1343,9,418
4,0,12,18,0,4,1,0.36,0.43,0.1045,12,405
4,0,12,19,0,4,1,0.34,0.46,0.1045,9,228
4,0,12,20,0,4,1,0.34,0.46,0.1045,12,190
4,0,12,21,0,4,1,0.3,0.61,0.1045,8,162
4,0,12,22,0,4,1,0.3,0.61,0,5,104
4,0,12,23,0,4,1,0.26,0.7,0.0896,3,73
4,0,12,0,0,5,1,0.26,0.7,0.0896,6,38
4,0,12,1,0,5,1,0.24,0.75,0,1,15
4,0,12,2,0,5,1,0.24,0.75,0,0,10
4,0,12,3,0,5,1,0.22,0.8,0,0,1
4,0,12,4,0,5,1,0.22,0.8,0,0,3
4,0,12,5,0,5,1,0.22,0.8,0.0896,0,23
4,0,12,6,0,5,1,0.22,0.8,0,3,87
4,0,12,7,0,5,1,0.22,0.87,0.0896,6,205
4,0,12,8,0,5,1,0.24,0.87,0,13,445
4,0,12,9,0,5,1,0.28,0.81,0,12,246
4,0,12,10,0,5,1,0.3,0.75,0.2239,16,105
4,0,12,11,0,5,1,0.34,0.66,0.1642,18,160
4,0,12,12,0,5,1,0.36,0.57,0.1343,18,204
4,0,12,13,0,5,1,0.4,0.47,0.1343,19,207
4,0,12,14,0,5,1,0.42,0.44,0.1045,25,170
4,0,12,15,0,5,1,0.42,0.41,0.0896,24,199
4,0,12,16,0,5,1,0.42,0.41,0.0896,22,276
4,0,12,17,0,5,1,0.42,0.38,0,20,411
4,0,12,18,0,5,1,0.4,0.5,0,10,372
4,0,12,19,0,5,1,0.34,0.53,0.2537,13,265
4,0,12,20,0,5,1,0.38,0.4,0.2836,12,190
4,0,12,21,0,5,1,0.34,0.49,0.194,9,111
4,0,12,22,0,5,1,0.32,0.53,0.194,7,102
4,0,12,23,0,5,1,0.32,0.53,0.2836,14,95
4,0,12,0,0,6,0,0.3,0.56,0.2537,10,75
4,0,12,1,0,6,0,0.26,0.65,0.194,9,71
4,0,12,2,0,6,0,0.26,0.65,0.1642,9,50
4,0,12,3,0,6,0,0.24,0.7,0.1343,4,9
4,0,12,4,0,6,0,0.22,0.75,0.1343,1,8
4,0,12,5,0,6,0,0.24,0.7,0.0896,0,6
4,0,12,6,0,6,0,0.24,0.65,0.1045,1,11
4,0,12,7,0,6,0,0.22,0.75,0.0896,2,26
4,0,12,8,0,6,0,0.24,0.75,0.0896,1,63
4,0,12,9,0,6,0,0.26,0.7,0.1045,25,124
4,0,12,10,0,6,0,0.32,0.61,0.1343,22,195
4,0,12,11,0,6,0,0.32,0.57,0.0896,48,275
4,0,12,12,0,6,0,0.36,0.5,0,78,358
4,0,12,13,0,6,0,0.36,0.5,0.0896,70,292
4,0,12,14,0,6,0,0.36,0.46,0,92,343
4,0,12,15,0,6,0,0.38,0.46,0,100,337
4,0,12,16,0,6,0,0.38,0.46,0,75,305
4,0,12,17,0,6,0,0.36,0.62,0,46,232
4,0,12,18,0,6,0,0.34,0.53,0.1343,31,224
4,0,12,19,0,6,0,0.3,0.61,0.0896,31,175
4,0,12,20,0,6,0,0.3,0.61,0.0896,17,127
4,0,12,21,0,6,0,0.3,0.61,0.0896,5,109
4,0,12,22,0,6,0,0.32,0.61,0.0896,17,114
4,0,12,23,0,6,0,0.3,0.7,0.1343,12,85
4,0,12,0,0,0,0,0.3,0.7,0.1045,19,83
4,0,12,1,0,0,0,0.3,0.75,0.0896,20,74
4,0,12,2,0,0,0,0.26,0.81,0,11,62
4,0,12,3,0,0,0,0.28,0.75,0,7,41
4,0,12,4,0,0,0,0.26,0.87,0,2,11
4,0,12,5,0,0,0,0.26,0.81,0,2,4
4,0,12,6,0,0,0,0.24,0.93,0,1,4
4,0,12,7,0,0,0,0.26,0.87,0,3,26
4,0,12,8,0,0,0,0.26,0.87,0,7,55
4,0,12,9,0,0,0,0.3,0.81,0,12,126
4,0,12,10,0,0,0,0.32,0.81,0.1343,36,216
4,0,12,11,0,0,0,0.34,0.81,0.1642,48,254
4,0,12,12,0,0,0,0.36,0.81,0.1642,82,329
4,0,12,13,0,0,0,0.4,0.66,0.2239,88,357
4,0,12,14,0,0,0,0.42,0.62,0.1343,77,323
4,0,12,15,0,0,0,0.42,0.62,0.194,69,296
4,0,12,16,0,0,0,0.42,0.58,0.2239,64,330
4,0,12,17,0,0,0,0.38,0.76,0.1343,38,245
4,0,12,18,0,0,0,0.38,0.71,0,10,171
4,0,12,19,0,0,0,0.38,0.76,0,15,173
4,0,12,20,0,0,0,0.36,0.76,0.1343,8,124
4,0,12,21,0,0,0,0.36,0.81,0.1045,7,72
4,0,12,22,0,0,0,0.34,0.87,0.1045,5,64
4,0,12,23,0,0,0,0.34,0.87,0.1045,3,45
4,0,12,0,0,1,1,0.32,0.87,0.0896,3,24
4,0,12,1,0,1,1,0.32,0.87,0,2,12
4,0,12,2,0,1,1,0.32,0.87,0,0,8
4,0,12,3,0,1,1,0.32,0.87,0,0,2
4,0,12,4,0,1,1,0.3,0.87,0.1045,0,7
4,0,12,5,0,1,1,0.3,0.87,0.1045,1,25
4,0,12,6,0,1,1,0.3,0.93,0.0896,1,90
4,0,12,7,0,1,1,0.32,0.9,0,9,283
4,0,12,8,0,1,1,0.32,0.93,0,12,404
4,0,12,9,0,1,1,0.36,0.87,0.0896,12,190
4,0,12,10,0,1,1,0.36,0.87,0.0896,9,87
4,0,12,11,0,1,1,0.36,0.87,0.0896,17,123
4,0,12,12,0,1,1,0.4,0.76,0.1045,29,154
4,0,12,13,0,1,1,0.42,0.71,0.0896,18,171
4,0,12,14,0,1,1,0.46,0.67,0,7,133
4,0,12,15,0,1,1,0.46,0.72,0.0896,16,148
4,0,12,16,0,1,1,0.5,0.63,0.0896,10,248
4,0,12,17,0,1,1,0.42,0.77,0,16,446
4,0,12,18,0,1,1,0.44,0.77,0,13,399
4,0,12,19,0,1,1,0.46,0.77,0,13,308
4,0,12,20,0,1,1,0.46,0.82,0.1045,15,205
4,0,12,21,0,1,1,0.44,0.88,0.0896,10,176
4,0,12,22,0,1,1,0.44,0.88,0.1343,12,106
4,0,12,23,0,1,1,0.46,0.88,0.1343,8,62
4,0,12,0,0,2,1,0.5,0.77,0.2985,3,28
4,0,12,1,0,2,1,0.46,0.88,0.2985,2,16
4,0,12,2,0,2,1,0.46,0.87,0.194,0,3
4,0,12,3,0,2,1,0.46,0.87,0.194,0,3
4,0,12,4,0,2,1,0.46,0.88,0.2239,0,7
4,0,12,5,0,2,1,0.46,0.88,0.2239,0,20
4,0,12,6,0,2,1,0.44,0.94,0.2836,5,86
4,0,12,7,0,2,1,0.46,0.94,0.194,7,234
4,0,12,8,0,2,1,0.46,0.94,0.194,13,414
4,0,12,9,0,2,1,0.46,0.94,0.2239,4,204
4,0,12,10,0,2,1,0.46,0.94,0.2836,6,50
4,0,12,11,0,2,1,0.46,0.94,0.2537,4,32
4,0,12,12,0,2,1,0.46,1,0.2239,5,55
4,0,12,13,0,2,1,0.46,1,0.194,6,71
4,0,12,14,0,2,1,0.48,1,0.2239,6,75
4,0,12,15,0,2,1,0.5,1,0.194,2,45
4,0,12,16,0,2,1,0.46,1,0.2537,4,88
4,0,12,17,0,2,1,0.46,1,0.2239,13,262
4,0,12,18,0,2,1,0.46,1,0.2836,17,304
4,0,12,19,0,2,1,0.46,1,0.2985,10,233
4,0,12,20,0,2,1,0.46,1,0.2985,3,110
4,0,12,21,0,2,1,0.44,1,0.194,6,114
4,0,12,22,0,2,1,0.46,1,0.1642,5,87
4,0,12,23,0,2,1,0.46,1,0.1642,5,53
4,0,12,0,0,3,1,0.44,1,0.194,3,33
4,0,12,1,0,3,1,0.46,1,0.2537,4,13
4,0,12,2,0,3,1,0.46,1,0.2239,2,6
4,0,12,3,0,3,1,0.46,1,0.2239,0,3
4,0,12,4,0,3,1,0.46,1,0.1642,0,1
4,0,12,5,0,3,1,0.46,1,0.1642,0,3
4,0,12,6,0,3,1,0.48,1,0.4179,0,18
4,0,12,7,0,3,1,0.44,1,0.1045,3,46
4,0,12,8,0,3,1,0.44,1,0,6,86
4,0,12,9,0,3,1,0.44,1,0.2537,0,64
4,0,12,10,0,3,1,0.44,1,0.0896,1,33
4,0,12,11,0,3,1,0.44,1,0.0896,3,50
4,0,12,12,0,3,1,0.44,1,0.1343,4,33
4,0,12,13,0,3,1,0.44,1,0.194,5,33
4,0,12,14,0,3,1,0.44,1,0.194,1,25
4,0,12,15,0,3,1,0.42,0.94,0.2239,5,30
4,0,12,16,0,3,1,0.42,0.94,0.194,3,31
4,0,12,17,0,3,1,0.4,1,0.3284,4,52
4,0,12,18,0,3,1,0.4,0.94,0.2985,3,51
4,0,12,19,0,3,1,0.34,0.87,0.6418,2,33
4,0,12,20,0,3,1,0.34,0.87,0.6418,1,26
4,0,12,21,0,3,1,0.3,0.87,0.5224,0,6
4,0,12,22,0,3,1,0.24,0.93,0.4478,0,13
4,0,12,23,0,3,1,0.24,0.93,0.3881,0,16
4,0,12,0,0,4,1,0.26,0.87,0.2985,0,21
4,0,12,1,0,4,1,0.26,0.81,0.3582,1,7
4,0,12,2,0,4,1,0.28,0.65,0.2239,0,4
4,0,12,3,0,4,1,0.26,0.6,0.2985,0,1
4,0,12,4,0,4,1,0.24,0.6,0.4627,0,2
4,0,12,5,0,4,1,0.22,0.64,0.2239,0,12
4,0,12,6,0,4,1,0.22,0.55,0.2836,0,71
4,0,12,7,0,4,1,0.22,0.6,0.2239,11,244
4,0,12,8,0,4,1,0.22,0.55,0.2836,11,429
4,0,12,9,0,4,1,0.24,0.52,0.3881,7,225
4,0,12,10,0,4,1,0.26,0.52,0.3284,1,110
4,0,12,11,0,4,1,0.28,0.52,0.2537,6,106
4,0,12,12,0,4,1,0.28,0.52,0.3284,8,156
4,0,12,13,0,4,1,0.3,0.49,0.3582,9,124
4,0,12,14,0,4,1,0.32,0.45,0.2537,16,137
4,0,12,15,0,4,1,0.32,0.45,0.1343,19,117
4,0,12,16,0,4,1,0.32,0.45,0.194,7,208
4,0,12,17,0,4,1,0.3,0.49,0.1045,10,331
4,0,12,18,0,4,1,0.28,0.52,0.2239,12,318
4,0,12,19,0,4,1,0.26,0.56,0.1045,12,232
4,0,12,20,0,4,1,0.26,0.6,0.1045,5,175
4,0,12,21,0,4,1,0.28,0.61,0.0896,4,139
4,0,12,22,0,4,1,0.26,0.65,0.1343,8,92
4,0,12,23,0,4,1,0.24,0.7,0.1045,3,61
4,0,12,0,0,5,1,0.24,0.65,0,8,34
4,0,12,1,0,5,1,0.24,0.65,0,2,14
4,0,12,2,0,5,1,0.24,0.7,0,2,12
4,0,12,3,0,5,1,0.22,0.8,0,1,6
4,0,12,4,0,5,1,0.22,0.8,0,1,2
4,0,12,5,0,5,1,0.22,0.8,0,0,20
4,0,12,6,0,5,1,0.22,0.8,0.0896,1,63
4,0,12,7,0,5,1,0.22,0.75,0.0896,4,199
4,0,12,8,0,5,1,0.24,0.81,0,7,385
4,0,12,9,0,5,1,0.26,0.81,0.0896,8,264
4,0,12,10,0,5,1,0.3,0.7,0.1642,11,126
4,0,12,11,0,5,1,0.32,0.7,0.2537,15,136
4,0,12,12,0,5,1,0.36,0.57,0.2985,27,173
4,0,12,13,0,5,1,0.38,0.5,0.194,27,168
4,0,12,14,0,5,1,0.38,0.46,0.2836,24,187
4,0,12,15,0,5,1,0.38,0.46,0.2836,29,189
4,0,12,16,0,5,1,0.36,0.62,0.1343,24,250
4,0,12,17,0,5,1,0.34,0.66,0.1045,10,362
4,0,12,18,0,5,1,0.34,0.61,0,10,318
4,0,12,19,0,5,1,0.34,0.61,0,10,199
4,0,12,20,0,5,1,0.3,0.81,0,10,150
4,0,12,21,0,5,1,0.3,0.75,0,9,140
4,0,12,22,0,5,1,0.28,0.87,0,15,129
4,0,12,23,0,5,1,0.28,0.81,0,6,94
4,0,12,0,0,6,0,0.26,0.81,0.1045,11,77
4,0,12,1,0,6,0,0.26,0.7,0.1642,11,66
4,0,12,2,0,6,0,0.28,0.61,0.0896,12,60
4,0,12,3,0,6,0,0.28,0.61,0.0896,5,25
4,0,12,4,0,6,0,0.26,0.65,0.1045,0,3
4,0,12,5,0,6,0,0.26,0.6,0.1642,0,6
4,0,12,6,0,6,0,0.24,0.65,0.1045,1,11
4,0,12,7,0,6,0,0.24,0.65,0.194,0,11
4,0,12,8,0,6,0,0.26,0.65,0.1343,5,73
4,0,12,9,0,6,0,0.28,0.61,0.2836,15,149
4,0,12,10,0,6,0,0.32,0.57,0.2537,31,192
4,0,12,11,0,6,0,0.32,0.53,0.4179,44,236
4,0,12,12,0,6,0,0.32,0.45,0.4179,48,283
4,0,12,13,0,6,0,0.34,0.34,0.4179,47,286
4,0,12,14,0,6,0,0.34,0.31,0.3284,51,293
4,0,12,15,0,6,0,0.34,0.34,0.3582,60,299
4,0,12,16,0,6,0,0.32,0.31,0.3881,58,241
4,0,12,17,0,6,0,0.28,0.36,0.3284,34,185
4,0,12,18,0,6,0,0.26,0.38,0.2239,28,172
4,0,12,19,0,6,0,0.26,0.38,0.2836,15,154
4,0,12,20,0,6,0,0.24,0.35,0.2239,10,124
4,0,12,21,0,6,0,0.22,0.44,0.2239,4,83
4,0,12,22,0,6,0,0.22,0.41,0.1343,7,95
4,0,12,23,0,6,0,0.2,0.47,0.1642,5,66
4,0,12,0,0,0,0,0.2,0.51,0.2239,5,74
4,0,12,1,0,0,0,0.16,0.59,0.2239,8,62
4,0,12,2,0,0,0,0.18,0.55,0.2537,5,52
4,0,12,3,0,0,0,0.16,0.59,0.1343,2,19
4,0,12,4,0,0,0,0.16,0.59,0.1642,0,5
4,0,12,5,0,0,0,0.18,0.59,0.1045,0,6
4,0,12,6,0,0,0,0.16,0.59,0,0,10
4,0,12,7,0,0,0,0.18,0.55,0,1,31
4,0,12,8,0,0,0,0.16,0.69,0,4,72
4,0,12,9,0,0,0,0.2,0.59,0,19,107
4,0,12,10,0,0,0,0.24,0.44,0,30,194
4,0,12,11,0,0,0,0.26,0.35,0,31,197
4,0,12,12,0,0,0,0.26,0.35,0,42,288
4,0,12,13,0,0,0,0.3,0.31,0,44,268
4,0,12,14,0,0,0,0.3,0.28,0,44,242
4,0,12,15,0,0,0,0.3,0.26,0,47,266
4,0,12,16,0,0,0,0.3,0.26,0,32,206
4,0,12,17,0,0,0,0.28,0.3,0,13,163
4,0,12,18,0,0,0,0.24,0.48,0.194,12,163
4,0,12,19,0,0,0,0.22,0.55,0.194,7,105
4,0,12,20,0,0,0,0.22,0.55,0.1045,10,72
4,0,12,21,0,0,0,0.22,0.55,0,10,63
4,0,12,22,0,0,0,0.22,0.55,0,7,43
4,0,12,23,0,0,0,0.2,0.69,0,4,35
4,0,12,0,0,1,1,0.2,0.69,0.0896,4,20
4,0,12,1,0,1,1,0.2,0.69,0,0,9
4,0,12,2,0,1,1,0.2,0.69,0,0,4
4,0,12,3,0,1,1,0.18,0.74,0,0,2
4,0,12,4,0,1,1,0.18,0.74,0,0,3
4,0,12,5,0,1,1,0.16,0.8,0,0,21
4,0,12,6,0,1,1,0.16,0.8,0.1045,1,64
4,0,12,7,0,1,1,0.14,0.86,0.1343,4,235
